accession	MGE
NZ_CP022476	plasmid
NZ_CP029967	plasmid
NZ_CP029968	plasmid
NZ_CP029969	plasmid
NZ_CP029970	plasmid
NZ_CP031005	plasmid
NZ_CP031006	plasmid
NZ_CP031008	plasmid
NZ_CP031007	plasmid
NZ_CP025475	plasmid
NZ_CP026117	plasmid
NC_014728	plasmid
NZ_CP018613	plasmid
NZ_CP011537	plasmid
NZ_CP019031	plasmid
NZ_AP017974	plasmid
NZ_AP017399	plasmid
NZ_CP012891	plasmid
NZ_CP012892	plasmid
NZ_CP012893	plasmid
NZ_CP012895	plasmid
NZ_CP012896	plasmid
NZ_CP029545	plasmid
NC_017468	plasmid
NZ_CP009908	plasmid
NZ_CP015445	plasmid
NZ_CP015497	plasmid
NZ_CP015499	plasmid
NZ_CP019582	plasmid
NZ_CP019583	plasmid
NZ_CP035308	plasmid
NZ_AP014681	plasmid
NZ_AP014682	plasmid
NC_008014	plasmid
NC_008013	plasmid
NC_008012	plasmid
NC_020130	plasmid
NC_020129	plasmid
NC_020128	plasmid
NC_013505	plasmid
NC_012552	plasmid
NZ_CP016630	plasmid
NZ_CP021705	plasmid
NZ_CP021706	plasmid
NZ_CP021701	plasmid
NZ_CP021702	plasmid
NC_015603	plasmid
NC_008505	plasmid
NC_008506	plasmid
NC_008507	plasmid
NC_008504	plasmid
NC_013657	plasmid
NC_017483	plasmid
NC_017487	plasmid
NC_017484	plasmid
NC_017485	plasmid
NC_017488	plasmid
NC_017493	plasmid
NC_017495	plasmid
NC_017497	plasmid
NC_019430	plasmid
NC_019431	plasmid
NC_019436	plasmid
NC_019432	plasmid
NC_019437	plasmid
NC_019433	plasmid
NC_019434	plasmid
NC_019438	plasmid
NZ_CP009055	plasmid
NZ_CP029292	plasmid
NZ_CP029291	plasmid
NC_022587	plasmid
NZ_CP007043	plasmid
NZ_CP007042	plasmid
NZ_CP016686	plasmid
NZ_CP016687	plasmid
NZ_CP016688	plasmid
NZ_CP016689	plasmid
NZ_CP016690	plasmid
NZ_CP034596	plasmid
NZ_CP016695	plasmid
NZ_CP016696	plasmid
NZ_CP016697	plasmid
NZ_CP016701	plasmid
NZ_CP016720	plasmid
NZ_CP016721	plasmid
NZ_CP016722	plasmid
NZ_CP016723	plasmid
NZ_CP016725	plasmid
NZ_CP016715	plasmid
NZ_CP016716	plasmid
NZ_CP016717	plasmid
NZ_CP016718	plasmid
NZ_CP016719	plasmid
NZ_CP016714	plasmid
NZ_CP016713	plasmid
NZ_CP034576	plasmid
NZ_CP016709	plasmid
NZ_CP016710	plasmid
NZ_CP016711	plasmid
NZ_CP016712	plasmid
NZ_CP016705	plasmid
NZ_CP016704	plasmid
NZ_CP016706	plasmid
NZ_CP016747	plasmid
NZ_CP016749	plasmid
NZ_CP016750	plasmid
NZ_CP016751	plasmid
NZ_CP016752	plasmid
NZ_CP016744	plasmid
NZ_CP016743	plasmid
NZ_CP016742	plasmid
NZ_CP016738	plasmid
NZ_CP016739	plasmid
NZ_CP016740	plasmid
NZ_CP016741	plasmid
NZ_CP016733	plasmid
NZ_CP016732	plasmid
NZ_CP016731	plasmid
NZ_CP016730	plasmid
NZ_CP016735	plasmid
NZ_CP016734	plasmid
NZ_CP034581	plasmid
NZ_CP016736	plasmid
NZ_CP034579	plasmid
NZ_CP034580	plasmid
NZ_CP016726	plasmid
NZ_CP016727	plasmid
NZ_CP016728	plasmid
NZ_CP034578	plasmid
NZ_CP034577	plasmid
NZ_CP020611	plasmid
NZ_CP020606	plasmid
NZ_CP020605	plasmid
NZ_CP020609	plasmid
NZ_CP020607	plasmid
NZ_CP020610	plasmid
NZ_CP028161	plasmid
NZ_CP031539	plasmid
NZ_CP031541	plasmid
NZ_CP031544	plasmid
NZ_CP031542	plasmid
NZ_AP018503	plasmid
NZ_LT599051	plasmid
NZ_LT599050	plasmid
NZ_CP014908	plasmid
NZ_CP014911	plasmid
NZ_CP014910	plasmid
NZ_CP014909	plasmid
NZ_LN898145	plasmid
NC_008502	plasmid
NC_011352	plasmid
NC_022123	plasmid
NC_022114	plasmid
NC_017476	plasmid
NC_017475	plasmid
NC_021722	plasmid
NZ_CP007124	plasmid
NZ_CP007126	plasmid
NZ_CP007123	plasmid
NZ_AP012542	plasmid
NZ_AP012543	plasmid
NZ_CP017264	plasmid
NZ_CP017265	plasmid
NZ_CP016356	plasmid
NZ_CP029549	plasmid
NZ_CP032638	plasmid
NZ_CP032639	plasmid
NZ_AP018393	plasmid
NZ_CP014918	plasmid
NZ_CP014920	plasmid
NZ_CP014922	plasmid
NZ_CP014921	plasmid
NZ_CP014930	plasmid
NZ_CP032747	plasmid
NZ_CP032748	plasmid
NZ_CP032749	plasmid
NZ_CP032750	plasmid
NZ_CP016492	plasmid
NZ_CP016493	plasmid
NZ_CP016494	plasmid
NZ_CP016495	plasmid
NZ_CP016496	plasmid
NZ_CP032656	plasmid
NZ_CP032657	plasmid
NZ_CP032658	plasmid
NZ_CP032661	plasmid
NZ_CP032662	plasmid
NZ_LN774771	plasmid
NC_006377	plasmid
NC_006376	plasmid
NC_006375	plasmid
NC_021912	plasmid
NC_021904	plasmid
NC_021903	plasmid
NC_021233	plasmid
NC_021234	plasmid
NC_021227	plasmid
NZ_CP010527	plasmid
NC_021228	plasmid
NC_021527	plasmid
NC_021518	plasmid
NC_021517	plasmid
NC_021526	plasmid
NC_021516	plasmid
NC_021528	plasmid
NC_021525	plasmid
NC_021515	plasmid
NC_021520	plasmid
NZ_CP004407	plasmid
NZ_CP004408	plasmid
NZ_CP025732	plasmid
NZ_CP025733	plasmid
NZ_CP012655	plasmid
NZ_CP012659	plasmid
NZ_CP012660	plasmid
NZ_CP012656	plasmid
NZ_CP012658	plasmid
NZ_CP012654	plasmid
NZ_CP012124	plasmid
NZ_CP015129	plasmid
NZ_CP015128	plasmid
NZ_CP015127	plasmid
NZ_CP015967	plasmid
NZ_CP015969	plasmid
NZ_CP015968	plasmid
NZ_CP015858	plasmid
NZ_CP015862	plasmid
NZ_CP015861	plasmid
NZ_CP016631	plasmid
NZ_CP017956	plasmid
NZ_CP017959	plasmid
NZ_CP017958	plasmid
NZ_CP013150	plasmid
NZ_CP013154	plasmid
NZ_CP013160	plasmid
NZ_CP013166	plasmid
NZ_CP013162	plasmid
NZ_CP013167	plasmid
NZ_CP013168	plasmid
NZ_CP013170	plasmid
NZ_CP018325	plasmid
NZ_CP018327	plasmid
NZ_CP018328	plasmid
NZ_CP018329	plasmid
NZ_CP018330	plasmid
NZ_CP017409	plasmid
NZ_CP017410	plasmid
NZ_CP017411	plasmid
NZ_CP019723	plasmid
NZ_CP020862	plasmid
NZ_CP018213	plasmid
NZ_CP018214	plasmid
NZ_CP017355	plasmid
NZ_CP017357	plasmid
NZ_CP017358	plasmid
NZ_CP017362	plasmid
NZ_CP017359	plasmid
NZ_CP017361	plasmid
NZ_CP017360	plasmid
NZ_CP017365	plasmid
NZ_CP017366	plasmid
NZ_CP017368	plasmid
NZ_CP017373	plasmid
NZ_CP017370	plasmid
NZ_CP017369	plasmid
NZ_CP017372	plasmid
NZ_CP017378	plasmid
NZ_CP017380	plasmid
NZ_CP017381	plasmid
NZ_CP021503	plasmid
NZ_CP021504	plasmid
NZ_CP021998	plasmid
NZ_CP023176	plasmid
NZ_CP023177	plasmid
NZ_CP024416	plasmid
NZ_CP024417	plasmid
NZ_CP025993	plasmid
NZ_CP025994	plasmid
NZ_CP025416	plasmid
NZ_CP025413	plasmid
NZ_CP025418	plasmid
NZ_CP025414	plasmid
NZ_CP020097	plasmid
NZ_CP020095	plasmid
NZ_CP020094	plasmid
NZ_CP020099	plasmid
NZ_CP028978	plasmid
NZ_CP028981	plasmid
NZ_CP028982	plasmid
NZ_CP028983	plasmid
NZ_CP028984	plasmid
NZ_CP030883	plasmid
NZ_CP021933	plasmid
NZ_CP031319	plasmid
NZ_CP032362	plasmid
NZ_CP023492	plasmid
NZ_CP023493	plasmid
NZ_CP023494	plasmid
NZ_CP023495	plasmid
NZ_CP032646	plasmid
NZ_CP032647	plasmid
NZ_CP032650	plasmid
NZ_CP032651	plasmid
NZ_CP032752	plasmid
NZ_CP024060	plasmid
NZ_CP024061	plasmid
NZ_CP024062	plasmid
NZ_CP033890	plasmid
NZ_CP033891	plasmid
NZ_CP033892	plasmid
NZ_CP025283	plasmid
NZ_AP018407	plasmid
NZ_CP019713	plasmid
NZ_CP019716	plasmid
NZ_CP019714	plasmid
NZ_CP019715	plasmid
NZ_CP035029	plasmid
NZ_CP035024	plasmid
NZ_CP035025	plasmid
NZ_CP035013	plasmid
NZ_CP035015	plasmid
NZ_CP035017	plasmid
NZ_CP035018	plasmid
NZ_CP035019	plasmid
NZ_CP035114	plasmid
NZ_CP035117	plasmid
NZ_CP035118	plasmid
NZ_CP035135	plasmid
NZ_CP035134	plasmid
NZ_CP035132	plasmid
NZ_CP035133	plasmid
NZ_CP035145	plasmid
NZ_CP035148	plasmid
NZ_CP035149	plasmid
NZ_CP035158	plasmid
NZ_CP035160	plasmid
NZ_CP035159	plasmid
NZ_CP035169	plasmid
NZ_CP035172	plasmid
NZ_CP035173	plasmid
NZ_CP035175	plasmid
NZ_CP035177	plasmid
NZ_CP035178	plasmid
NZ_CP035557	plasmid
NZ_CP035558	plasmid
NZ_CP035559	plasmid
NZ_CP035560	plasmid
NZ_CP035562	plasmid
NZ_CP035570	plasmid
NZ_CP035574	plasmid
NZ_CP035575	plasmid
NZ_CP035573	plasmid
NZ_CP026509	plasmid
NZ_CP026508	plasmid
NZ_CP026510	plasmid
NZ_CP037431	plasmid
NZ_CP037430	plasmid
NZ_CP037435	plasmid
NZ_CP037432	plasmid
NZ_CP037434	plasmid
NZ_CP037433	plasmid
NZ_CP037436	plasmid
NZ_CP037439	plasmid
NZ_CP037437	plasmid
NZ_CP037438	plasmid
NZ_CP023393	plasmid
NZ_CP023394	plasmid
NC_015701	plasmid
NC_015698	plasmid
NC_015700	plasmid
NC_015699	plasmid
NZ_LN906636	plasmid
NC_021503	plasmid
NC_021504	plasmid
NC_021495	plasmid
NC_021497	plasmid
NC_021498	plasmid
NC_013200	plasmid
NZ_CP020460	plasmid
NZ_CP020461	plasmid
NZ_CP022711	plasmid
NZ_AP017930	plasmid
NZ_AP017933	plasmid
NZ_AP017934	plasmid
NZ_CP025137	plasmid
NZ_LT960779	plasmid
NZ_LT960780	plasmid
NZ_LT960783	plasmid
NZ_LT960792	plasmid
NZ_LT960786	plasmid
NZ_LT960787	plasmid
NC_007930	plasmid
NC_006530	plasmid
NC_006529	plasmid
NZ_CP007649	plasmid
NZ_CP007650	plasmid
NZ_CP017110	plasmid
NZ_CP020860	plasmid
NC_015979	plasmid
NC_015980	plasmid
NZ_CP009532	plasmid
NZ_CP027192	plasmid
NZ_CP027193	plasmid
NZ_CP027197	plasmid
NZ_CP028327	plasmid
NZ_CP028328	plasmid
NZ_CP032628	plasmid
NZ_CP032629	plasmid
NC_010846	plasmid
NC_010844	plasmid
NZ_AP014640	plasmid
NZ_AP014641	plasmid
NZ_AP014644	plasmid
NZ_AP014645	plasmid
NZ_AP018204	plasmid
NZ_AP018206	plasmid
NZ_CP012031	plasmid
NZ_CP012032	plasmid
NC_018675	plasmid
NC_018699	plasmid
NC_018698	plasmid
NC_018674	plasmid
NC_010470	plasmid
NC_010466	plasmid
NC_010467	plasmid
NC_010469	plasmid
NZ_LN614829	plasmid
NZ_CP016330	plasmid
NZ_CP016331	plasmid
NZ_LN890332	plasmid
NZ_LN890333	plasmid
NZ_LN890334	plasmid
NZ_CP038272	plasmid
NZ_CP006725	plasmid
NZ_CP006726	plasmid
NZ_CP011933	plasmid
NZ_CP011936	plasmid
NZ_CP020413	plasmid
NC_014134	plasmid
NC_014132	plasmid
NC_014133	plasmid
NC_014131	plasmid
NC_014135	plasmid
NZ_CP037938	plasmid
NZ_CP016600	plasmid
NZ_CP016601	plasmid
NC_014544	plasmid
NZ_CP020895	plasmid
NC_008496	plasmid
NC_016827	plasmid
NC_016820	plasmid
NC_016821	plasmid
NZ_CP012010	plasmid
NZ_CP014612	plasmid
NZ_CP013017	plasmid
NZ_CP014602	plasmid
NZ_CP014603	plasmid
NZ_CP020733	plasmid
NZ_CP020734	plasmid
NZ_AP017937	plasmid
NZ_AP017938	plasmid
NZ_AP017939	plasmid
NZ_CP021969	plasmid
NZ_CP021493	plasmid
NZ_CP035141	plasmid
NZ_CP035272	plasmid
NZ_CP035275	plasmid
NZ_CP035273	plasmid
NC_023136	plasmid
NC_023146	plasmid
NZ_CP004007	plasmid
NC_006365	plasmid
NC_006366	plasmid
NC_018141	plasmid
NC_020522	plasmid
NZ_CP011106	plasmid
NZ_CP016031	plasmid
NZ_CP015940	plasmid
NZ_CP015943	plasmid
NZ_CP015942	plasmid
NZ_CP015948	plasmid
NZ_CP015952	plasmid
NZ_CP015957	plasmid
NZ_CP016869	plasmid
NZ_CP016871	plasmid
NZ_CP016875	plasmid
NZ_CP021273	plasmid
NZ_CP021278	plasmid
NZ_CP021276	plasmid
NZ_CP021275	plasmid
NZ_CP021280	plasmid
NZ_CP021284	plasmid
NZ_CP021285	plasmid
NZ_LT598658	plasmid
NZ_CP025492	plasmid
NZ_CP025493	plasmid
NZ_AP017309	plasmid
NZ_AP017310	plasmid
NZ_AP017311	plasmid
NZ_CP026170	plasmid
NZ_CP026388	plasmid
NZ_CP038237	plasmid
NZ_CP038235	plasmid
NZ_CP038239	plasmid
NZ_CP038236	plasmid
NZ_CP035418	plasmid
NZ_CP035419	plasmid
NZ_CP035420	plasmid
NZ_CP035421	plasmid
NZ_CP035423	plasmid
NZ_CP015248	plasmid
NC_013767	plasmid
NC_014495	plasmid
NC_018889	plasmid
NC_021828	plasmid
NC_022046	plasmid
NC_022047	plasmid
NC_022051	plasmid
NZ_HG813250	plasmid
NZ_HG813248	plasmid
NZ_CP014254	plasmid
NZ_CP014253	plasmid
NZ_CP020829	plasmid
NZ_CP025444	plasmid
NZ_CP025564	plasmid
NZ_CP025562	plasmid
NZ_CP025563	plasmid
NZ_CP025566	plasmid
NZ_CP038643	plasmid
NZ_CP010856	plasmid
NZ_CP010857	plasmid
NZ_CP010859	plasmid
NZ_CP010860	plasmid
NZ_CP010861	plasmid
NZ_CP010862	plasmid
NZ_CP010863	plasmid
NZ_CP010864	plasmid
NZ_CP010866	plasmid
NC_011996	plasmid
NC_011995	plasmid
NC_012000	plasmid
NC_012001	plasmid
NC_012002	plasmid
NC_011998	plasmid
NC_012003	plasmid
NC_011997	plasmid
NZ_CP023045	plasmid
NC_008738	plasmid
NC_008739	plasmid
NZ_CP020333	plasmid
NZ_CP021332	plasmid
NC_016748	plasmid
NZ_CP019037	plasmid
NZ_CP020932	plasmid
NZ_CP021334	plasmid
NZ_FO538766	plasmid
NZ_LN997849	plasmid
NZ_CP012642	plasmid
NZ_CP018573	plasmid
NZ_CP034143	plasmid
NZ_CP034144	plasmid
NZ_CP037935	plasmid
NZ_CP014276	plasmid
NZ_CP014277	plasmid
NC_014750	plasmid
NC_016108	plasmid
NZ_CP015320	plasmid
NZ_CP015321	plasmid
NZ_AP014709	plasmid
NC_007349	plasmid
NZ_CP009525	plasmid
NZ_CP009527	plasmid
NZ_CP009529	plasmid
NZ_CP019949	plasmid
NC_014918	plasmid
NZ_CP015063	plasmid
NZ_LT607757	plasmid
NC_014254	plasmid
NC_011758	plasmid
NC_011760	plasmid
NC_012811	plasmid
NC_012807	plasmid
NC_012809	plasmid
NC_012810	plasmid
NC_012987	plasmid
NC_012989	plasmid
NC_013157	plasmid
NC_017858	plasmid
NC_012970	plasmid
NC_016637	plasmid
NC_019972	plasmid
NC_002679	plasmid
NC_002682	plasmid
NC_001732	plasmid
NC_001733	plasmid
NC_014409	plasmid
NC_009136	plasmid
NC_011892	plasmid
NC_011887	plasmid
NC_011893	plasmid
NC_011895	plasmid
NC_011888	plasmid
NC_011889	plasmid
NC_011890	plasmid
NC_015632	plasmid
NZ_CP015369	plasmid
NZ_CP015370	plasmid
NC_018265	plasmid
NZ_CP006684	plasmid
NZ_AP018525	plasmid
NC_010727	plasmid
NC_010721	plasmid
NZ_AP014810	plasmid
NZ_AP014812	plasmid
NZ_AP014813	plasmid
NZ_AP014814	plasmid
NC_017935	plasmid
NC_010510	plasmid
NC_010509	plasmid
NC_010514	plasmid
NC_010517	plasmid
NC_010518	plasmid
NC_010502	plasmid
NC_010504	plasmid
NC_010507	plasmid
NZ_CP034087	plasmid
NC_014213	plasmid
NC_014214	plasmid
NC_015430	plasmid
NZ_CP009523	plasmid
NZ_AP018758	plasmid
NC_010373	plasmid
NC_010374	plasmid
NC_013888	plasmid
NZ_CP017427	plasmid
NZ_AP011953	plasmid
NZ_CP006995	plasmid
NZ_CP023738	plasmid
NZ_LR536451	plasmid
NZ_LR536452	plasmid
NZ_CP009519	plasmid
NC_013408	plasmid
NC_013409	plasmid
NZ_CP026286	plasmid
NZ_CP015811	plasmid
NZ_CP015812	plasmid
NZ_CP015813	plasmid
NZ_CP016621	plasmid
NZ_CP038257	plasmid
NC_019739	plasmid
NC_019760	plasmid
NC_019740	plasmid
NC_019761	plasmid
NC_019741	plasmid
NC_019742	plasmid
NC_019762	plasmid
NC_019743	plasmid
NZ_CP012698	plasmid
NZ_CP012699	plasmid
NZ_AP017976	plasmid
NZ_CP029050	plasmid
NZ_CP029051	plasmid
NZ_CP011375	plasmid
NZ_CP030242	plasmid
NZ_CP030243	plasmid
NZ_CP018060	plasmid
NZ_CP023506	plasmid
NZ_CP028957	plasmid
NZ_CP033057	plasmid
NZ_AP017383	plasmid
NZ_AP017384	plasmid
NZ_CP024181	plasmid
NZ_CP024182	plasmid
NZ_CP024184	plasmid
NZ_CP024444	plasmid
NZ_CP024447	plasmid
NZ_CP024450	plasmid
NZ_CP024187	plasmid
NZ_CP011159	plasmid
NZ_CP017600	plasmid
NZ_LN554853	plasmid
NZ_LN554854	plasmid
NZ_CP014772	plasmid
NC_010394	plasmid
NC_021278	plasmid
NC_021279	plasmid
NZ_CP034180	plasmid
NZ_LR215045	plasmid
NZ_LR215046	plasmid
NZ_CP009406	plasmid
NZ_CP036222	plasmid
NZ_LR214973	plasmid
NZ_LR215012	plasmid
NZ_LR215019	plasmid
NZ_LR215017	plasmid
NZ_LR215013	plasmid
NZ_LR215016	plasmid
NZ_LR215018	plasmid
NZ_LR215021	plasmid
NZ_LR215020	plasmid
NZ_LR215014	plasmid
NZ_LR215015	plasmid
NZ_LR215011	plasmid
NC_018023	plasmid
NZ_CP012887	plasmid
NZ_CP019223	plasmid
NZ_CP015270	plasmid
NZ_CP015274	plasmid
NZ_CP015275	plasmid
NZ_CP015276	plasmid
NZ_CP022224	plasmid
NZ_LT703509	plasmid
NZ_LT703510	plasmid
NZ_LT703508	plasmid
NZ_LR215040	plasmid
NZ_LR215004	plasmid
NZ_LR214999	plasmid
NZ_LR215006	plasmid
NZ_LR215002	plasmid
NZ_LR215000	plasmid
NZ_LR215007	plasmid
NZ_LR215001	plasmid
NZ_LR214998	plasmid
NZ_CP020813	plasmid
NZ_LR215032	plasmid
NZ_LR215033	plasmid
NZ_LR215034	plasmid
NC_009340	plasmid
NC_009341	plasmid
NC_014811	plasmid
NC_014812	plasmid
NZ_LR214993	plasmid
NZ_LR214994	plasmid
NZ_LR214996	plasmid
NZ_LR214995	plasmid
NC_020275	plasmid
NC_020276	plasmid
NZ_CP023150	plasmid
NC_022654	plasmid
NC_011355	plasmid
NZ_LR215038	plasmid
NC_010604	plasmid
NZ_CP023148	plasmid
NC_015407	plasmid
NZ_LR214952	plasmid
NZ_LR214954	plasmid
NZ_LR214953	plasmid
NZ_CP013691	plasmid
NZ_CP037428	plasmid
NZ_LR214942	plasmid
NZ_LR214941	plasmid
NZ_LR214943	plasmid
NZ_LR214944	plasmid
NZ_LR215025	plasmid
NZ_LR215030	plasmid
NZ_LR215029	plasmid
NZ_LR215026	plasmid
NZ_LR215027	plasmid
NZ_CP025549	plasmid
NZ_CP025550	plasmid
NZ_LR214946	plasmid
NZ_LR215009	plasmid
NZ_LR214939	plasmid
NZ_CP016643	plasmid
NZ_CP016642	plasmid
NC_008703	plasmid
NC_019957	plasmid
NC_019958	plasmid
NC_019959	plasmid
NC_013923	plasmid
NC_013924	plasmid
NC_019976	plasmid
NC_019975	plasmid
NC_019963	plasmid
NC_007427	plasmid
NC_007428	plasmid
NZ_CP024046	plasmid
NZ_CP024045	plasmid
NZ_CP027032	plasmid
NC_018225	plasmid
NC_010715	plasmid
NC_010724	plasmid
NZ_HG938357	plasmid
NC_011034	plasmid
NC_022243	plasmid
NZ_CP003975	plasmid
NZ_CP020416	plasmid
NZ_CP020417	plasmid
NZ_CP034017	plasmid
NZ_CP034023	plasmid
NZ_CP034021	plasmid
NZ_CP034029	plasmid
NZ_CP034025	plasmid
NZ_CP034027	plasmid
NZ_CP034031	plasmid
NZ_CP034019	plasmid
NZ_CP034033	plasmid
NZ_CP034034	plasmid
NZ_AP018378	plasmid
NZ_AP018380	plasmid
NZ_AP018379	plasmid
NZ_AP018382	plasmid
NZ_AP018384	plasmid
NZ_AP018383	plasmid
NZ_AP018386	plasmid
NZ_AP018387	plasmid
NZ_CP032399	plasmid
NZ_CP032428	plasmid
NZ_AP017978	plasmid
NZ_CP030828	plasmid
NZ_CP030829	plasmid
NZ_CP030830	plasmid
NZ_CP030831	plasmid
NZ_CP030832	plasmid
NZ_CP030833	plasmid
NZ_CP025514	plasmid
NZ_CP025614	plasmid
NC_013958	plasmid
NC_007959	plasmid
NC_007960	plasmid
NC_007961	plasmid
NC_007615	plasmid
NC_007616	plasmid
NC_007617	plasmid
NC_007483	plasmid
NC_015223	plasmid
NC_015221	plasmid
NC_014316	plasmid
NC_014317	plasmid
NC_009427	plasmid
NC_009426	plasmid
NC_014249	plasmid
NC_014250	plasmid
NZ_CP019637	plasmid
NZ_CP019638	plasmid
NC_006362	plasmid
NC_006363	plasmid
NZ_LN868942	plasmid
NZ_LN868940	plasmid
NZ_CP031420	plasmid
NZ_CP024792	plasmid
NZ_CP024791	plasmid
NZ_CP024790	plasmid
NZ_CP024789	plasmid
NZ_CP024788	plasmid
NZ_CP024787	plasmid
NZ_CP024786	plasmid
NZ_CP009292	plasmid
NZ_CP009294	plasmid
NZ_CP009295	plasmid
NC_010631	plasmid
NC_010632	plasmid
NC_010630	plasmid
NC_010633	plasmid
NC_010629	plasmid
NZ_CP017076	plasmid
NC_003276	plasmid
NC_003240	plasmid
NC_003267	plasmid
NC_003273	plasmid
NC_003270	plasmid
NC_003241	plasmid
NZ_CP026682	plasmid
NZ_CP026684	plasmid
NZ_CP026690	plasmid
NZ_CP026685	plasmid
NZ_CP026686	plasmid
NZ_CP026687	plasmid
NZ_CP026688	plasmid
NZ_CP026689	plasmid
NZ_CP026691	plasmid
NZ_CP026683	plasmid
NZ_CP030354	plasmid
NZ_CP026693	plasmid
NZ_CP026695	plasmid
NZ_CP026696	plasmid
NZ_CP023280	plasmid
NZ_CP023282	plasmid
NZ_CP023279	plasmid
NZ_CP023283	plasmid
NZ_CP023281	plasmid
NC_008697	plasmid
NC_019677	plasmid
NC_019685	plasmid
NZ_CP031942	plasmid
NZ_CP031943	plasmid
NZ_CP031944	plasmid
NC_015579	plasmid
NC_015582	plasmid
NZ_CP020115	plasmid
NZ_CP023779	plasmid
NC_020907	plasmid
NC_009669	plasmid
NC_009672	plasmid
NC_020910	plasmid
NC_020909	plasmid
NC_014753	plasmid
NC_016746	plasmid
NC_016747	plasmid
NZ_CP012161	plasmid
NZ_CP030869	plasmid
NC_015685	plasmid
NC_015689	plasmid
NC_017539	plasmid
NC_017536	plasmid
NZ_CP007054	plasmid
NC_019700	plasmid
NC_019694	plasmid
NC_019763	plasmid
NC_019730	plasmid
NC_019731	plasmid
NC_019764	plasmid
NC_019732	plasmid
NC_016046	plasmid
NZ_CP016890	plasmid
NZ_CP016892	plasmid
NZ_CP031650	plasmid
NZ_CP031651	plasmid
NZ_CP034150	plasmid
NZ_CP034477	plasmid
NZ_CP034478	plasmid
NZ_CP034472	plasmid
NZ_CP034473	plasmid
NC_022049	plasmid
NC_022043	plasmid
NC_022044	plasmid
NC_022042	plasmid
NZ_LN832560	plasmid
NZ_LN832561	plasmid
NZ_CP038016	plasmid
NC_017553	plasmid
NC_017533	plasmid
NC_016817	plasmid
NZ_CP014208	plasmid
NZ_CP022429	plasmid
NZ_CP022431	plasmid
NZ_CP022428	plasmid
NZ_CP035036	plasmid
NZ_CP013482	plasmid
NZ_CP022991	plasmid
NZ_CP022994	plasmid
NZ_CP022995	plasmid
NZ_CP022996	plasmid
NC_008712	plasmid
NC_008713	plasmid
NZ_CP019083	plasmid
NZ_CP019084	plasmid
NZ_CP031468	plasmid
NZ_CP013104	plasmid
NZ_CP020613	plasmid
NZ_CP017772	plasmid
NC_008688	plasmid
NZ_CP035092	plasmid
NZ_CP009289	plasmid
NZ_CP010024	plasmid
NZ_CP026110	plasmid
NZ_CP032413	plasmid
NC_023147	plasmid
NZ_CP019796	plasmid
NZ_CP020329	plasmid
NZ_CP019653	plasmid
NZ_CP019654	plasmid
NZ_CP019658	plasmid
NZ_CP019661	plasmid
NZ_CP022357	plasmid
NC_017035	plasmid
NZ_CP020348	plasmid
NZ_CP020349	plasmid
NZ_CP020404	plasmid
NZ_CP011513	plasmid
NZ_CP013069	plasmid
NZ_CP032314	plasmid
NC_010627	plasmid
NC_018696	plasmid
NC_010679	plasmid
NZ_CP015373	plasmid
NZ_CP015374	plasmid
NC_017543	plasmid
NZ_CP010269	plasmid
NC_014718	plasmid
NC_014723	plasmid
NZ_CP009870	plasmid
NZ_CP010326	plasmid
NZ_CP009884	plasmid
NZ_CP025409	plasmid
NZ_CP025410	plasmid
NZ_CP025411	plasmid
NZ_CP010977	plasmid
NZ_CP025584	plasmid
NZ_CP025585	plasmid
NZ_CP034811	plasmid
NZ_CP034813	plasmid
NZ_CP034812	plasmid
NZ_CP034814	plasmid
NZ_CP034816	plasmid
NZ_CP034818	plasmid
NC_014839	plasmid
NC_014840	plasmid
NC_014841	plasmid
NC_014842	plasmid
NZ_CP013205	plasmid
NZ_CP013206	plasmid
NZ_CP013207	plasmid
NZ_CP013208	plasmid
NZ_CP013209	plasmid
NZ_CP017563	plasmid
NZ_CP017565	plasmid
NZ_CP017564	plasmid
NZ_CP017591	plasmid
NZ_CP017584	plasmid
NZ_CP017583	plasmid
NZ_CP017582	plasmid
NC_015665	plasmid
NC_015661	plasmid
NZ_CP016623	plasmid
NZ_CP016624	plasmid
NZ_CP016917	plasmid
NZ_CP016918	plasmid
NC_014258	plasmid
NC_014561	plasmid
NC_014563	plasmid
NZ_CP014127	plasmid
NZ_CP028350	plasmid
NZ_CP028351	plasmid
NZ_CP028352	plasmid
NZ_CP022517	plasmid
NZ_CP022519	plasmid
NZ_CP022520	plasmid
NZ_CP038854	plasmid
NZ_CP038855	plasmid
NZ_CP010898	plasmid
NZ_CP018621	plasmid
NZ_CP020443	plasmid
NZ_CP024424	plasmid
NZ_CP024426	plasmid
NZ_CP024427	plasmid
NZ_CP024428	plasmid
NZ_CP031080	plasmid
NZ_CP031085	plasmid
NZ_CP031086	plasmid
NZ_CP025431	plasmid
NZ_CP025433	plasmid
NZ_CP025434	plasmid
NZ_CP015090	plasmid
NZ_CP015092	plasmid
NZ_CP015089	plasmid
NZ_CP018764	plasmid
NZ_CP021486	plasmid
NZ_CP021531	plasmid
NZ_CP035155	plasmid
NZ_CP035152	plasmid
NZ_CP035153	plasmid
NZ_CP015456	plasmid
NZ_CP009126	plasmid
NZ_CP034277	plasmid
NZ_CP034278	plasmid
NC_016608	plasmid
NC_017019	plasmid
NC_016607	plasmid
NC_017017	plasmid
NC_016636	plasmid
